trade_date,listed_count,active_count,delisted_count,suspended_count,ST_count,price_available_count,invalid_count
1990-12-19,8,8,0,,,,0
1990-12-20,8,8,0,,,,0
1990-12-21,8,8,0,,,,0
1990-12-24,8,8,0,,,,0
1990-12-25,8,8,0,,,,0
1990-12-26,8,8,0,,,,0
1990-12-27,8,8,0,,,,0
1990-12-28,8,8,0,,,,0
1990-12-31,8,8,0,,,,0
1991-01-02,8,8,0,,,,0
1991-01-03,8,8,0,,,,0
1991-01-04,8,8,0,,,,0
1991-01-07,8,8,0,,,,0
1991-01-08,8,8,0,,,,0
1991-01-09,8,8,0,,,,0
1991-01-10,8,8,0,,,,0
1991-01-11,8,8,0,,,,0
1991-01-14,9,9,0,,,,0
1991-01-15,9,9,0,,,,0
1991-01-16,9,9,0,,,,0
1991-01-17,9,9,0,,,,0
1991-01-18,9,9,0,,,,0
1991-01-21,9,9,0,,,,0
1991-01-22,9,9,0,,,,0
1991-01-23,9,9,0,,,,0
1991-01-24,9,9,0,,,,0
1991-01-25,9,9,0,,,,0
1991-01-28,9,9,0,,,,0
1991-01-29,10,10,0,,,,0
1991-01-30,10,10,0,,,,0
1991-01-31,10,10,0,,,,0
1991-02-01,10,10,0,,,,0
1991-02-04,10,10,0,,,,0
1991-02-05,10,10,0,,,,0
1991-02-06,10,10,0,,,,0
1991-02-07,10,10,0,,,,0
1991-02-08,10,10,0,,,,0
1991-02-11,10,10,0,,,,0
1991-02-12,10,10,0,,,,0
1991-02-13,10,10,0,,,,0
1991-02-14,10,10,0,,,,0
1991-02-19,10,10,0,,,,0
1991-02-20,10,10,0,,,,0
1991-02-21,10,10,0,,,,0
1991-02-22,10,10,0,,,,0
1991-02-25,10,10,0,,,,0
1991-02-26,10,10,0,,,,0
1991-02-27,10,10,0,,,,0
1991-02-28,10,10,0,,,,0
1991-03-01,10,10,0,,,,0
1991-03-04,10,10,0,,,,0
1991-03-05,10,10,0,,,,0
1991-03-06,10,10,0,,,,0
1991-03-07,10,10,0,,,,0
1991-03-08,10,10,0,,,,0
1991-03-11,10,10,0,,,,0
1991-03-12,10,10,0,,,,0
1991-03-13,10,10,0,,,,0
1991-03-14,10,10,0,,,,0
1991-03-15,10,10,0,,,,0
1991-03-18,10,10,0,,,,0
1991-03-19,10,10,0,,,,0
1991-03-20,10,10,0,,,,0
1991-03-21,10,10,0,,,,0
1991-03-22,10,10,0,,,,0
1991-03-25,10,10,0,,,,0
1991-03-26,10,10,0,,,,0
1991-03-27,10,10,0,,,,0
1991-03-28,10,10,0,,,,0
1991-03-29,10,10,0,,,,0
1991-04-01,10,10,0,,,,0
1991-04-02,10,10,0,,,,0
1991-04-03,11,11,0,,,,0
1991-04-04,11,11,0,,,,0
1991-04-05,11,11,0,,,,0
1991-04-08,11,11,0,,,,0
1991-04-09,11,11,0,,,,0
1991-04-10,11,11,0,,,,0
1991-04-11,11,11,0,,,,0
1991-04-12,11,11,0,,,,0
1991-04-15,11,11,0,,,,0
1991-04-16,11,11,0,,,,0
1991-04-17,11,11,0,,,,0
1991-04-18,11,11,0,,,,0
1991-04-19,11,11,0,,,,0
1991-04-22,11,11,0,,,,0
1991-04-23,11,11,0,,,,0
1991-04-24,11,11,0,,,,0
1991-04-25,11,11,0,,,,0
1991-04-26,11,11,0,,,,0
1991-04-29,11,11,0,,,,0
1991-04-30,11,11,0,,,,0
1991-05-02,11,11,0,,,,0
1991-05-03,11,11,0,,,,0
1991-05-06,11,11,0,,,,0
1991-05-07,11,11,0,,,,0
1991-05-08,11,11,0,,,,0
1991-05-09,11,11,0,,,,0
1991-05-10,11,11,0,,,,0
1991-05-13,11,11,0,,,,0
1991-05-14,11,11,0,,,,0
1991-05-15,11,11,0,,,,0
1991-05-16,11,11,0,,,,0
1991-05-17,11,11,0,,,,0
1991-05-20,11,11,0,,,,0
1991-05-21,11,11,0,,,,0
1991-05-22,11,11,0,,,,0
1991-05-23,11,11,0,,,,0
1991-05-24,11,11,0,,,,0
1991-05-27,11,11,0,,,,0
1991-05-28,11,11,0,,,,0
1991-05-29,11,11,0,,,,0
1991-05-30,11,11,0,,,,0
1991-05-31,11,11,0,,,,0
1991-06-03,11,11,0,,,,0
1991-06-04,11,11,0,,,,0
1991-06-05,11,11,0,,,,0
1991-06-06,11,11,0,,,,0
1991-06-07,11,11,0,,,,0
1991-06-10,11,11,0,,,,0
1991-06-11,11,11,0,,,,0
1991-06-12,11,11,0,,,,0
1991-06-13,11,11,0,,,,0
1991-06-14,11,11,0,,,,0
1991-06-17,11,11,0,,,,0
1991-06-18,11,11,0,,,,0
1991-06-19,11,11,0,,,,0
1991-06-20,11,11,0,,,,0
1991-06-21,11,11,0,,,,0
1991-06-24,11,11,0,,,,0
1991-06-25,12,12,0,,,,0
1991-06-26,12,12,0,,,,0
1991-06-27,12,12,0,,,,0
1991-06-28,12,12,0,,,,0
1991-07-01,12,12,0,,,,0
1991-07-02,12,12,0,,,,0
1991-07-03,13,13,0,,,,0
1991-07-04,13,13,0,,,,0
1991-07-05,13,13,0,,,,0
1991-07-08,13,13,0,,,,0
1991-07-09,13,13,0,,,,0
1991-07-10,13,13,0,,,,0
1991-07-11,13,13,0,,,,0
1991-07-12,13,13,0,,,,0
1991-07-15,13,13,0,,,,0
1991-07-16,13,13,0,,,,0
1991-07-17,13,13,0,,,,0
1991-07-18,13,13,0,,,,0
1991-07-19,13,13,0,,,,0
1991-07-22,13,13,0,,,,0
1991-07-23,13,13,0,,,,0
1991-07-24,13,13,0,,,,0
1991-07-25,13,13,0,,,,0
1991-07-26,13,13,0,,,,0
1991-07-29,13,13,0,,,,0
1991-07-30,13,13,0,,,,0
1991-07-31,13,13,0,,,,0
1991-08-01,13,13,0,,,,0
1991-08-02,13,13,0,,,,0
1991-08-05,13,13,0,,,,0
1991-08-06,13,13,0,,,,0
1991-08-07,13,13,0,,,,0
1991-08-08,13,13,0,,,,0
1991-08-09,13,13,0,,,,0
1991-08-12,13,13,0,,,,0
1991-08-13,13,13,0,,,,0
1991-08-14,13,13,0,,,,0
1991-08-15,13,13,0,,,,0
1991-08-16,13,13,0,,,,0
1991-08-19,13,13,0,,,,0
1991-08-20,13,13,0,,,,0
1991-08-21,13,13,0,,,,0
1991-08-22,13,13,0,,,,0
1991-08-23,13,13,0,,,,0
1991-08-26,13,13,0,,,,0
1991-08-27,13,13,0,,,,0
1991-08-28,13,13,0,,,,0
1991-08-29,13,13,0,,,,0
1991-08-30,13,13,0,,,,0
1991-09-02,13,13,0,,,,0
1991-09-03,13,13,0,,,,0
1991-09-04,13,13,0,,,,0
1991-09-05,13,13,0,,,,0
1991-09-06,13,13,0,,,,0
1991-09-09,13,13,0,,,,0
1991-09-10,13,13,0,,,,0
1991-09-11,13,13,0,,,,0
1991-09-12,13,13,0,,,,0
1991-09-13,13,13,0,,,,0
1991-09-16,13,13,0,,,,0
1991-09-17,13,13,0,,,,0
1991-09-18,13,13,0,,,,0
1991-09-19,13,13,0,,,,0
1991-09-20,13,13,0,,,,0
1991-09-23,13,13,0,,,,0
1991-09-24,13,13,0,,,,0
1991-09-25,13,13,0,,,,0
1991-09-26,13,13,0,,,,0
1991-09-27,13,13,0,,,,0
1991-09-30,13,13,0,,,,0
1991-10-03,13,13,0,,,,0
1991-10-04,13,13,0,,,,0
1991-10-07,13,13,0,,,,0
1991-10-08,13,13,0,,,,0
1991-10-09,13,13,0,,,,0
1991-10-10,13,13,0,,,,0
1991-10-11,13,13,0,,,,0
1991-10-14,13,13,0,,,,0
1991-10-15,13,13,0,,,,0
1991-10-16,13,13,0,,,,0
1991-10-17,13,13,0,,,,0
1991-10-18,13,13,0,,,,0
1991-10-21,13,13,0,,,,0
1991-10-22,13,13,0,,,,0
1991-10-23,13,13,0,,,,0
